,s1,s2,s3,s4,s5,s6,s7,s8,s9,MDPstate
0,0.0,-0.26186579378068725,3.291945060822142e-18,0.23222060958015392,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,0.0
1,-0.26186579378069685,-0.26186579378068753,0.22508857118265396,0.2479503363717006,0.4123076923097796,0.854862119017747,0.854862119017747,1.0000000000064024,1.163666121122137,0.0
2,-0.26186579378069685,-0.26186579378068775,0.2322206095802892,0.4123076923097796,0.517007300869688,0.854862119017747,0.8701872270789669,1.008256172841318,1.163666121122137,0.0
3,-0.2618657937806885,-0.2618657937806878,0.23222060958028462,0.4123076923097796,0.6153846153883441,0.854862119017747,0.9689731914391668,1.1001104685666434,1.1660236471625236,0.0
4,-0.26186579378068786,-0.23888218423781585,0.2322206095802783,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.2237917836442829,0.0
5,-0.2618657937806877,-0.18440188240067656,0.23222060958027316,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.3002319807318237,0.0
6,-0.26186579378068764,-0.1340757505469864,0.23222060958026866,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.3579395803796372,0.0
7,-0.2618657937806876,-0.09128512446338431,0.2322206095802641,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.409436290573055,0.0
8,-0.26186579378068753,-0.06787594183387699,0.23222060958025736,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.4255319149021832,0.0
9,-0.26186579378068753,-0.042107384572402956,0.2322206095802528,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.4255319149021832,0.0
10,-0.26186579378068753,-0.025840720038157957,0.2322206095802434,0.4123076923097796,0.6153846153883441,0.854862119017747,1.0000000000064024,1.163666121122137,1.4255319149021832,0.0
